0.160089,0.063855,0.047981,0.044095,0.043913,0.044004,0.043982,0.044963
0.127559,0.060462,0.048341,0.049402,0.041098,0.044339,0.048464,0.048755
0.119996,0.063887,0.051183,0.052041,0.043777,0.051283,0.040883,0.043946
0.139977,0.055986,0.048173,0.036005,0.035736,0.035866,0.036424,0.031713
0.124075,0.05194,0.036253,0.035644,0.036056,0.031945,0.036011,0.036273
0.124012,0.055232,0.04006,0.040434,0.036188,0.035935,0.036258,0.035758
0.127972,0.048158,0.039482,0.040477,0.035794,0.040004,0.036109,0.039991
0.11633,0.047722,0.043517,0.036571,0.039835,0.035866,0.03968,0.043527
0.143997,0.056033,0.039652,0.036276,0.035444,0.036408,0.040211,0.039878
0.112298,0.039147,0.036658,0.036069,0.03188,0.032047,0.031696,0.036452
0.112186,0.047818,0.036163,0.035722,0.035754,0.028312,0.032123,0.03594
0.116133,0.039451,0.04411,0.036275,0.039686,0.032285,0.03592,0.036272
0.119865,0.052032,0.047926,0.039709,0.036268,0.035957,0.036208,0.035859
0.119967,0.04359,0.036516,0.035755,0.032067,0.027926,0.031663,0.036463
0.116073,0.051679,0.040033,0.04391,0.040311,0.035815,0.039827,0.036354
0.119976,0.056131,0.043906,0.0371,0.035742,0.031896,0.032075,0.03173
0.100255,0.042952,0.036964,0.032067,0.027695,0.032228,0.031901,0.031993
0.091601,0.048304,0.039842,0.037267,0.030984,0.036471,0.031846,0.036241
0.088025,0.04791,0.039302,0.040482,0.043969,0.040254,0.039809,0.040066
0.09226,0.16812,0.143387,0.850614,0.411602,0.300942,0.314931,0.392941
0.427029,0.375895,0.324709,0.31644,0.487581,0.277773,0.296186,0.256713
0.28006,0.238752,0.339008,0.495971,0.308747,0.333038,0.262979,0.276965
0.128365,0.22195,0.36602,0.343699,0.347891,0.283521,0.305919,0.289985
0.277863,0.27102,0.300054,0.279074,0.393363,0.412611,0.296848,0.358981
0.322179,0.302766,0.29199,0.290933,0.314121,0.358879,0.310787,0.27891
0.330997,0.295932,0.335098,0.300339,0.316109,0.311262,0.33516,0.318739
0.278322,0.287143,0.29689,0.331935,0.362804,0.316764,0.593066,0.279754
0.243826,0.299141,0.319934,0.308163,0.32432,0.324333,0.29894,0.284856
0.307016,0.319996,0.302002,0.282764,0.343974,0.299342,0.304945,0.304939
0.289052,0.253067,0.252987,0.354952,0.331923,0.326115,0.293793,0.325752
0.373081,0.303314,0.319568,0.319876,0.278877,0.276164,0.267602,0.346194
